seq,timestamp_ms,ax,ay,az,gx,gy,gz
4970,247145,465,4557,-6759,-11,-176,153
4971,247202,330,4638,-6749,-28,-175,121
4972,247220,337,4645,-6709,-43,-174,125
4973,247239,292,4650,-6624,-56,-177,140
4974,247255,279,4573,-6505,-53,-193,156
4975,247271,274,4557,-6505,-39,-205,163
4976,247313,258,4425,-6465,18,-251,185
4977,247364,83,4521,-6689,112,-263,126
4978,247382,40,4554,-6711,116,-264,120
4979,247400,-42,4656,-6676,123,-268,117
4980,247418,-91,4757,-6618,137,-283,138
4981,247443,-141,4910,-6696,167,-304,165
4982,247517,-299,4949,-6551,168,-351,267
4983,247534,-297,4928,-6538,151,-350,266
4984,247550,-223,4904,-6327,123,-339,267
4985,247566,-182,4906,-6278,124,-330,254
4986,247581,-206,5010,-6374,131,-310,221
4987,247649,-489,5076,-6732,-6,-231,197
4988,247675,-427,4980,-6676,-78,-212,209
4989,247691,-343,4848,-6464,-131,-185,209
4990,247707,-328,4823,-6466,-139,-178,201
4991,247722,-345,4792,-6412,-172,-149,199
4992,247754,-327,4713,-6421,-194,-116,203
4993,247801,-338,4728,-6431,-92,-90,231
4994,247830,-524,4940,-6691,-34,-102,256
4995,247845,-600,4870,-6567,-64,-87,311
4996,247861,-647,4875,-6439,-70,-90,323
4997,247877,-616,4870,-6387,-57,-107,369
4998,247917,-624,4841,-6198,-106,-126,419
4999,247958,-510,4848,-6206,-37,-155,450
5000,247974,-406,4814,-6513,15,-180,458
5001,247990,-411,4807,-6752,18,-177,445
5002,248005,-353,4703,-6647,-56,-156,463
5003,248021,-338,4612,-6593,-83,-133,440
5004,248044,-89,4459,-6339,-64,-99,425
5005,248078,-3,4479,-6402,-1,-83,391
5006,248121,133,4477,-6291,141,-57,362
5007,248141,256,4623,-6505,215,-51,361
5008,248157,308,4793,-6694,218,-34,359
5009,248173,327,4839,-6741,202,-20,369
5010,248204,487,4806,-6718,136,5,428
5011,248242,620,4600,-6789,118,22,440
5012,248273,749,4404,-6647,152,23,406
5013,248289,768,4353,-6732,181,16,359
5014,248304,810,4362,-6792,180,13,334
5015,248321,878,4325,-6784,165,12,275
5016,248341,946,4264,-6741,162,7,213
5017,248374,992,4283,-6867,139,21,120
5018,248398,1071,4220,-6894,111,34,75
5019,248442,1150,4152,-7050,51,68,-31
5020,248458,1199,4127,-7132,48,75,-49
5021,248474,1108,4111,-7246,31,106,-89
5022,248501,1058,4005,-7302,2,129,-95
5023,248564,873,3785,-7131,-17,112,-27
5024,248580,899,3762,-7055,-3,101,-14
5025,248598,936,3722,-7053,37,76,4
5026,248619,986,3742,-7093,63,47,21
5027,248640,925,3762,-7187,83,26,41
5028,248662,839,3766,-7211,86,5,79
5029,248722,938,3844,-7085,71,-57,226
5030,248745,1059,3781,-6991,57,-89,303
5031,248762,1095,3748,-6951,61,-104,321
5032,248780,1127,3722,-7076,84,-135,342
5033,248811,1017,3686,-7132,75,-151,365
5034,248862,1139,3809,-7250,76,-152,356
5035,248880,1149,3931,-7325,36,-136,346
5036,248896,1117,4014,-7372,0,-128,343
5037,248912,1094,4036,-7383,-16,-128,347
5038,248934,975,4077,-7403,-59,-130,363
5039,248985,915,3928,-7049,-122,-185,413
5040,249014,955,3839,-6904,-119,-237,409
5041,249031,1052,3808,-6918,-91,-287,390
5042,249046,1088,3824,-7035,-74,-301,374
5043,249063,1041,3802,-7019,-88,-312,342
5044,249099,1214,3811,-7158,-57,-309,278
5045,249149,1229,3952,-7297,-163,-261,256
5046,249166,1239,3964,-7250,-181,-251,262
5047,249183,1231,3985,-7284,-190,-239,284
5048,249200,1184,4052,-7286,-221,-225,314
5049,249218,1163,4043,-7195,-243,-218,333
5050,249241,1247,4070,-7108,-217,-225,385
5051,249309,1265,3860,-6595,-206,-230,441
5052,249330,1288,3922,-6613,-143,-239,419
5053,249346,1386,4002,-6686,-121,-238,396
5054,249362,1399,4021,-6696,-126,-234,381
5055,249378,1439,4060,-6687,-117,-229,351
5056,249420,1422,4259,-7135,-42,-208,289
5057,249458,1277,4318,-7112,-97,-120,216
5058,249474,1189,4392,-7109,-113,-67,164
5059,249490,1156,4425,-7076,-119,-46,139
5060,249506,942,4585,-7048,-124,-25,89
5061,249523,790,4627,-6990,-132,-15,77
5062,249588,668,4588,-6385,-171,-137,96
5063,249618,660,4652,-6726,-186,-203,76
5064,249636,566,4569,-6667,-194,-237,73
5065,249654,566,4543,-6694,-185,-249,77
5066,249671,578,4553,-6752,-178,-263,81
5067,249705,626,4602,-6644,-173,-275,102
5068,249760,560,4605,-6340,-103,-265,133
5069,249780,500,4574,-6331,-85,-259,140
5070,249796,530,4610,-6311,-76,-255,150
5071,249813,514,4559,-6215,-45,-239,154
5072,249838,507,4612,-6339,8,-225,156
5073,249888,452,4798,-6633,30,-174,145
5074,249915,408,4785,-6510,11,-149,156
5075,249937,381,4820,-6603,8,-139,154
5076,249953,320,4776,-6461,-20,-143,174
5077,249969,365,4744,-6432,-11,-149,188
5078,250012,442,4798,-6515,56,-172,215
5079,250055,439,4782,-6574,24,-158,225
5080,250071,455,4772,-6547,20,-155,223
5081,250086,491,4801,-6629,32,-149,208
5082,250102,477,4803,-6632,28,-143,204
5083,250118,424,4752,-6625,19,-128,196
5084,250150,476,4657,-6474,20,-120,186
5085,250206,560,4743,-6595,59,-115,127
5086,250222,560,4738,-6600,53,-110,116
5087,250238,577,4751,-6507,54,-98,100
5088,250254,584,4747,-6537,64,-93,95
5089,250270,663,4826,-6768,76,-77,72
5090,250293,616,4811,-6732,34,-54,50
5091,250343,558,4776,-6714,0,8,-20
5092,250368,568,4687,-6575,-37,35,-42
5093,250391,547,4631,-6455,-30,42,-58
5094,250407,520,4572,-6359,32,38,-67
5095,250423,547,4508,-6352,74,35,-62
5096,250489,596,4438,-6757,95,142,-163
5097,250510,685,4513,-7244,90,192,-217
5098,250525,599,4476,-7336,16,222,-240
5099,250541,519,4500,-7238,-120,284,-260
5100,250557,470,4579,-7099,-148,303,-261
5101,250573,329,4438,-6602,-198,318,-254
5102,250602,318,4479,-6533,-99,265,-236
5103,250658,255,4580,-6497,-11,141,-185
5104,250677,168,4553,-6580,3,93,-145
5105,250698,256,4493,-6674,19,50,-95
5106,250715,329,4554,-6810,34,24,-69
5107,250731,352,4523,-6809,22,20,-54
5108,250746,499,4504,-6788,21,13,-33
5109,250782,526,4505,-6765,11,16,-33
5110,250801,574,4468,-6682,11,21,-33
5111,250817,590,4488,-6673,30,32,-42
5112,250837,573,4497,-6768,38,39,-54
5113,250860,593,4521,-6818,36,50,-63
5114,250877,564,4543,-6813,28,59,-79
5115,250900,557,4586,-6779,19,72,-80
5116,250932,528,4589,-6650,6,69,-82
5117,250948,520,4583,-6701,2,62,-64
5118,250964,543,4607,-6754,-1,54,-57
5119,250985,540,4589,-6755,-20,47,-46
5120,251002,566,4525,-6671,-28,41,-32
5121,251018,588,4464,-6641,-12,35,-23
5122,251037,603,4452,-6698,1,34,-21
5123,251080,672,4454,-6727,17,46,-37
5124,251096,653,4483,-6758,23,51,-44
5125,251115,604,4543,-6815,17,65,-52
5126,251150,580,4508,-6740,11,70,-47
5127,251165,557,4529,-6800,11,68,-49
5128,251205,543,4551,-6672,-11,50,-26
5129,251222,565,4522,-6657,-3,30,-13
5130,251238,575,4538,-6700,6,23,-8
5131,251277,618,4549,-6805,4,0,-9
5132,251293,566,4529,-6770,-8,3,-12
5133,251312,637,4519,-6703,-11,6,-7
5134,251327,657,4514,-6730,-10,7,-11
5135,251351,644,4541,-6714,-20,20,-23
5136,251366,633,4519,-6742,-20,21,-22
5137,251406,658,4525,-6702,-10,24,-27
5138,251422,586,4563,-6772,-15,34,-38
5139,251447,581,4512,-6676,-21,31,-25
5140,251500,594,4491,-6627,-20,18,-12
5141,251517,604,4586,-6851,-5,20,-23
5142,251542,538,4529,-6619,-32,13,-14
5143,251558,629,4512,-6692,-1,6,-4
5144,251575,525,4536,-6687,-8,12,-14
5145,251593,525,4528,-6602,-12,6,-3
5146,251610,650,4521,-6687,12,-3,9
5147,251625,616,4567,-6714,6,5,-3
5148,251652,638,4573,-6698,4,3,4
5149,251678,591,4538,-6699,4,10,-3
5150,251695,584,4509,-6729,7,14,1
5151,251728,647,4530,-6728,12,15,-4
5152,251751,585,4568,-6680,-8,21,-12
5153,251766,591,4527,-6613,-14,21,-11
5154,251809,564,4542,-6722,11,19,-17
5155,251861,591,4584,-6721,14,10,-15
5156,251878,586,4597,-6721,13,6,-10
5157,251900,590,4582,-6673,6,-2,3
5158,251917,602,4550,-6716,11,-5,6
5159,251958,608,4524,-6732,8,-11,0
5160,252019,570,4538,-6731,2,-3,-6
5161,252048,619,4554,-6721,0,-5,-2
5162,252065,606,4573,-6706,-3,-7,-7
5163,252085,598,4576,-6746,-6,-13,-12
5164,252121,540,4553,-6697,-21,-3,-16
5165,252174,576,4549,-6696,-7,-2,-12
5166,252189,570,4572,-6690,-10,-1,-9
5167,252206,572,4558,-6711,-7,-3,-5
5168,252222,557,4572,-6756,-8,-2,-4
5169,252262,573,4519,-6711,-14,-4,10
5170,252310,586,4624,-6712,-9,-5,12
5171,252327,568,4593,-6669,-22,-5,2
5172,252343,577,4566,-6669,-23,2,13
5173,252359,587,4554,-6701,-20,-1,6
5174,252375,580,4547,-6716,-22,3,8
5175,252410,587,4528,-6699,-17,9,6
5176,252457,611,4505,-6661,10,12,10
5177,252476,610,4535,-6657,13,12,7
5178,252492,585,4566,-6696,11,13,3
5179,252507,584,4558,-6639,11,13,8
5180,252524,568,4568,-6673,20,12,8
5181,252560,524,4568,-6740,10,13,17
5182,252613,584,4544,-6667,20,1,18
5183,252636,581,4551,-6715,23,0,18
5184,252652,586,4563,-6681,17,-5,17
5185,252667,596,4571,-6701,22,-4,17
5186,252687,583,4576,-6763,13,-3,14
5187,252708,604,4540,-6679,2,2,11
5188,252739,611,4570,-6815,16,2,0
5189,252764,580,4531,-6664,-10,6,3
5190,252793,592,4555,-6758,10,-1,0
5191,252816,577,4559,-6736,-8,5,-1
5192,252834,565,4520,-6689,-7,1,-1
5193,252893,558,4569,-6750,-18,-15,7
5194,252922,524,4572,-6761,-25,-12,9
5195,252938,578,4527,-6655,-33,-16,22
5196,252954,619,4489,-6651,-15,-19,19
5197,252969,614,4513,-6677,-10,-19,17
5198,253001,595,4555,-6738,-10,-19,9
5199,253060,590,4557,-6651,-26,-10,18
5200,253077,595,4552,-6664,-15,-11,11
5201,253093,584,4568,-6703,-12,-11,8
5202,253108,585,4534,-6676,-17,-13,6
5203,253125,592,4533,-6680,-14,-10,3
5204,253156,546,4573,-6741,-15,-6,-7
5205,253205,537,4556,-6670,-18,-9,5
5206,253240,603,4527,-6688,-14,-8,13
5207,253256,583,4519,-6662,-15,-6,10
5208,253272,553,4541,-6665,-2,-13,-6
5209,253324,581,4603,-6688,2,-5,14
5210,253355,598,4638,-6668,0,-7,14
5211,253370,588,4609,-6643,-5,-4,11
5212,253386,597,4605,-6640,-3,-1,11
5213,253402,611,4593,-6697,-1,4,3
5214,253418,602,4598,-6706,-4,11,-3
5215,253434,592,4590,-6660,0,15,-4
5216,253475,583,4597,-6660,30,21,-3
5217,253522,671,4738,-6710,77,13,14
5218,253539,670,4734,-6716,70,16,17
5219,253555,681,4723,-6789,47,22,25
5220,253570,657,4718,-6790,27,29,22
5221,253611,648,4624,-6798,-51,43,10
5222,253659,570,4556,-6723,-137,54,-25
5223,253677,542,4520,-6626,-147,48,-32
5224,253693,558,4489,-6657,-141,43,-20
5225,253708,573,4499,-6625,-122,22,-27
5226,253724,565,4443,-6608,-116,27,-23
5227,253771,665,4514,-6602,-46,8,-7
5228,253814,609,4595,-6680,-32,12,-15
5229,253830,588,4601,-6675,-33,17,-12
5230,253847,583,4635,-6647,-36,18,-7
5231,253863,574,4644,-6621,-36,16,0
5232,253879,585,4647,-6601,-29,11,10
5233,253948,599,4646,-6617,-6,9,13
5234,253974,580,4679,-6630,-4,9,9
5235,253989,571,4712,-6633,-1,3,10
5236,254005,568,4705,-6626,-2,3,12
5237,254021,568,4718,-6610,-9,-1,20
5238,254068,603,4662,-6529,-10,-9,22
5239,254108,628,4726,-6719,3,-17,16
5240,254124,601,4693,-6657,-24,-11,18
5241,254140,596,4665,-6610,-27,-10,19
5242,254156,605,4675,-6587,-12,-11,21
5243,254171,605,4697,-6645,-4,-10,27
5244,254206,604,4704,-6613,-22,-15,34
5245,254258,618,4647,-6651,-17,-14,18
5246,254274,596,4612,-6574,-15,0,10
5247,254289,591,4598,-6566,-8,7,5
5248,254305,588,4589,-6617,18,11,-11
5249,254321,595,4580,-6627,21,9,-13
5250,254369,578,4735,-6601,44,15,-28
5251,254410,617,4806,-6554,50,11,1
5252,254426,683,4704,-6638,38,12,35
5253,254442,711,4677,-6671,21,3,31
5254,254459,663,4627,-6639,-4,15,21
5255,254480,643,4601,-6596,-16,20,22
5256,254539,631,4636,-6721,42,13,18
5257,254565,622,4640,-6700,31,12,15
5258,254583,632,4638,-6638,15,12,14
5259,254604,654,4654,-6605,14,12,11
5260,254626,690,4688,-6639,13,12,3
5261,254663,648,4694,-6692,-16,20,0
5262,254718,657,4605,-6640,-22,14,10
5263,254736,642,4594,-6669,-17,11,4
5264,254752,666,4560,-6582,-5,13,7
5265,254770,685,4590,-6592,23,8,-4
5266,254796,654,4648,-6653,33,12,-19
5267,254822,621,4677,-6628,9,17,-17
5268,254873,640,4611,-6682,11,-2,-13
5269,254896,639,4615,-6670,13,-5,-11
5270,254911,698,4587,-6647,1,-4,-12
5271,254939,668,4629,-6583,13,-2,-20
5272,254995,666,4656,-6632,2,6,5
5273,255015,662,4668,-6702,0,8,6
5274,255030,652,4642,-6664,-6,8,6
5275,255046,667,4632,-6637,-1,8,4
5276,255062,657,4664,-6651,0,7,0
5277,255078,605,4639,-6630,-11,8,0
5278,255132,670,4632,-6682,1,-1,-6
5279,255167,611,4625,-6626,-23,11,-2
5280,255183,617,4607,-6584,-20,10,0
5281,255199,665,4600,-6588,-5,5,6
5282,255215,681,4608,-6641,1,0,5
5283,255230,653,4633,-6732,-2,-3,4
5284,255287,649,4648,-6650,11,0,6
5285,255318,687,4636,-6633,0,1,15
5286,255334,688,4610,-6622,5,1,13
5287,255349,655,4597,-6634,13,0,14
5288,255365,652,4613,-6637,16,0,12
5289,255390,653,4614,-6676,11,3,7
5290,255454,628,4719,-6700,18,8,-3
5291,255471,660,4699,-6637,-10,5,9
5292,255487,673,4686,-6646,-18,2,14
5293,255503,645,4643,-6664,-23,0,14
5294,255519,652,4625,-6636,-24,-1,17
5295,255547,688,4564,-6658,-3,-2,6
5296,255607,679,4647,-6639,-4,9,-14
5297,255628,672,4660,-6633,-12,13,-22
5298,255644,637,4638,-6617,-20,14,-17
5299,255660,623,4606,-6608,-27,14,-13
5300,255676,631,4491,-6522,-15,11,-6
5301,255741,624,4691,-6720,8,13,-14
5302,255766,613,4685,-6583,-5,15,-9
5303,255783,615,4673,-6618,-5,13,-4
5304,255799,624,4656,-6650,-11,6,8
5305,255815,643,4599,-6600,-11,-3,9
5306,255830,647,4587,-6593,-3,-9,9
5307,255887,681,4607,-6612,3,-3,-6
5308,255917,652,4653,-6693,8,6,-14
5309,255937,670,4622,-6648,-8,10,-13
5310,255952,669,4596,-6641,-8,9,-18
5311,255968,635,4627,-6632,-10,15,-22
5312,255992,612,4603,-6653,-11,9,-17
5313,256055,563,4591,-6697,-12,-2,-11
5314,256073,568,4596,-6600,-7,-6,1
5315,256089,608,4609,-6583,9,-14,10
5316,256105,626,4641,-6653,14,-15,11
5317,256121,631,4628,-6639,4,-17,18
5318,256154,639,4585,-6599,0,-12,18
5319,256208,664,4635,-6716,6,-7,15
5320,256226,667,4629,-6668,-4,2,12
5321,256242,638,4624,-6633,-5,5,8
5322,256258,642,4645,-6678,-3,8,6
5323,256273,634,4613,-6618,-17,8,6
5324,256325,616,4616,-6685,-5,11,-1
5325,256356,605,4606,-6663,-16,12,2
5326,256373,615,4629,-6662,-19,11,9
5327,256389,637,4607,-6633,-22,9,12
5328,256405,642,4582,-6628,-11,2,19
5329,256421,652,4584,-6644,-5,-2,21
5330,256449,659,4601,-6687,9,-8,29
5331,256508,678,4603,-6653,5,2,16
5332,256526,660,4612,-6676,8,3,14
5333,256542,656,4611,-6665,6,2,12
5334,256558,649,4616,-6655,-2,8,6
5335,256573,640,4630,-6668,-1,7,5
5336,256617,646,4608,-6623,-21,6,5
5337,256667,652,4586,-6712,-4,0,5
5338,256685,662,4576,-6660,-14,0,5
5339,256701,673,4565,-6636,0,-1,6
5340,256717,671,4597,-6655,6,-2,2
5341,256740,664,4638,-6696,2,4,5
5342,256808,672,4565,-6650,5,-2,11
5343,256827,656,4626,-6673,8,-1,5
5344,256843,627,4617,-6644,2,-2,7
5345,256859,632,4595,-6632,1,1,9
5346,256875,683,4585,-6603,5,-6,8
5347,256928,619,4593,-6657,-1,-4,-3
5348,256965,674,4624,-6643,7,-2,-9
5349,256981,668,4627,-6669,0,0,-6
5350,256997,660,4611,-6642,-7,2,-6
5351,257012,637,4572,-6633,1,3,-1
5352,257028,641,4560,-6667,6,3,0
5353,257080,666,4597,-6670,11,-1,5
5354,257118,598,4587,-6613,-9,0,9
5355,257134,656,4545,-6593,3,-8,14
5356,257150,663,4558,-6612,17,-11,9
5357,257166,649,4619,-6723,38,-17,9
5358,257188,633,4653,-6751,31,-13,12
5359,257253,703,4614,-6611,0,-10,30
5360,257273,721,4597,-6619,1,-2,24
5361,257289,709,4574,-6689,11,6,10
5362,257305,686,4568,-6712,14,10,4
5363,257321,674,4582,-6716,7,19,-10
5364,257375,631,4629,-6651,-23,28,-11
5365,257411,651,4577,-6617,-14,24,-3
5366,257428,632,4574,-6694,0,22,0
5367,257446,635,4568,-6669,-5,21,3
5368,257465,652,4555,-6656,1,18,7
5369,257482,635,4579,-6666,12,13,3
5370,257531,700,4572,-6629,9,12,0
5371,257574,660,4610,-6755,14,13,-15
5372,257591,671,4607,-6678,-6,17,-15
5373,257614,675,4565,-6668,-4,17,-18
5374,257631,657,4561,-6684,-3,18,-20
5375,257670,660,4571,-6654,4,17,-15
5376,257718,656,4612,-6605,2,5,-16
5377,257734,685,4600,-6660,6,1,-5
5378,257750,699,4604,-6647,7,1,-4
5379,257766,727,4595,-6718,16,-6,-7
5380,257782,713,4625,-6785,13,-5,-15
5381,257837,689,4562,-6628,-9,20,-27
5382,257859,663,4606,-6686,-5,20,-32
5383,257882,653,4579,-6672,-10,21,-27
5384,257898,662,4554,-6605,0,20,-30
5385,257913,643,4555,-6647,9,18,-31
5386,257934,621,4597,-6702,11,16,-29
5387,257963,638,4611,-6710,0,19,-26
5388,258025,633,4573,-6650,12,14,-19
5389,258042,648,4614,-6642,18,8,-17
5390,258058,616,4623,-6691,10,5,-14
5391,258073,630,4621,-6677,5,6,-10
5392,258099,626,4550,-6622,6,3,-8
5393,258158,630,4673,-6679,33,-1,-20
5394,258174,665,4650,-6690,28,4,-11
5395,258190,648,4625,-6723,27,10,-18
5396,258206,622,4577,-6632,23,17,-18
5397,258222,628,4540,-6587,43,18,-19
5398,258276,628,4684,-6739,97,14,-10
5399,258313,686,4655,-6664,93,18,-2
5400,258329,718,4667,-6712,91,20,-5
5401,258345,670,4696,-6794,72,28,-19
5402,258361,643,4684,-6745,29,36,-25
5403,258377,653,4668,-6721,14,42,-29
5404,258397,668,4714,-6714,-9,45,-39
5405,258412,604,4692,-6807,-51,45,-40
5406,258445,584,4580,-6771,-111,57,-33
5407,258473,584,4501,-6736,-103,52,-29
5408,258504,573,4471,-6648,-89,43,-31
5409,258526,617,4447,-6582,-68,30,-29
5410,258550,653,4447,-6557,-55,20,-33
5411,258572,650,4449,-6585,-28,24,-42
5412,258588,672,4457,-6670,-4,24,-42
5413,258607,690,4449,-6699,0,32,-55
5414,258631,649,4456,-6617,21,40,-57
5415,258647,721,4463,-6661,56,48,-59
5416,258663,695,4496,-6621,64,51,-63
5417,258679,723,4531,-6598,79,54,-61
5418,258718,740,4537,-6580,74,94,-82
5419,258753,741,4516,-6577,55,126,-110
5420,258809,717,4360,-6706,68,179,-168
5421,258825,719,4341,-6661,73,187,-178
5422,258875,733,4486,-6649,150,210,-224
5423,258915,757,4651,-6808,138,202,-201
5424,258931,733,4617,-6905,98,205,-181
5425,258947,725,4549,-6884,71,206,-173
5426,258963,771,4394,-6757,45,206,-167
5427,258987,824,4318,-6771,60,205,-184
5428,259046,843,4293,-6743,111,203,-246
5429,259067,897,4330,-6773,134,197,-263
5430,259083,910,4406,-6947,140,202,-281
5431,259099,905,4407,-6941,126,207,-283
5432,259114,900,4353,-6890,94,213,-293
5433,259130,908,4321,-6853,84,216,-297
5434,259186,914,4137,-6887,124,228,-336
5435,259222,946,4101,-6839,128,230,-352
5436,259239,970,4064,-6874,144,229,-360
5437,259256,1008,4007,-6913,161,228,-362
5438,259275,1008,4012,-6974,194,216,-362
5439,259341,1029,3896,-6880,226,205,-340
5446,259517,914,3721,-7130,222,245,-400
5440,259365,1108,3890,-6871,255,206,-353
5441,259381,1171,3904,-6869,266,203,-356
5442,259396,1189,3910,-7059,292,200,-367
5443,259412,1144,3919,-7161,292,198,-369
5444,259428,1057,3847,-7202,271,202,-365
5445,259494,875,3809,-7284,244,243,-399
5446,259517,914,3721,-7130,222,245,-400
5447,259539,859,3757,-7206,235,224,-407
5448,259557,818,3761,-7229,217,217,-406
5449,259575,840,3656,-7098,181,201,-385
5450,259624,960,3597,-7436,196,157,-379
5451,259674,922,3438,-7505,98,169,-357
5452,259692,908,3420,-7481,98,173,-341
5453,259710,926,3472,-7538,101,173,-324
5454,259726,898,3489,-7551,92,174,-315
5455,259773,854,3594,-7379,43,149,-222
5456,259812,801,3627,-7341,5,106,-148
5457,259835,864,3588,-7343,-1,84,-121
5458,259853,960,3603,-7381,-15,61,-114
5459,259869,966,3623,-7407,-30,57,-118
5460,259903,976,3581,-7359,-84,51,-114
5461,259956,1076,3537,-7303,-96,41,-120
5462,259972,1076,3501,-7311,-103,44,-122
5463,259988,1144,3445,-7214,-107,48,-134
5464,260004,1214,3393,-7222,-96,45,-161
5465,260020,1262,3394,-7267,-90,50,-176
5466,260084,1102,3400,-7354,-123,120,-262
5467,260112,1039,3482,-7298,-112,148,-306
5468,260128,968,3528,-7301,-116,154,-311
5469,260144,937,3530,-7273,-123,158,-309
5470,260161,877,3520,-7240,-123,149,-307
5471,260176,780,3592,-7257,-120,137,-296
5472,260242,823,3636,-7202,-123,48,-178
5473,260266,758,3714,-7236,-105,19,-152
5474,260282,763,3766,-7189,-124,12,-113
5475,260297,840,3796,-7181,-125,9,-96
5476,260313,873,3818,-7164,-138,1,-85
5477,260329,832,3863,-7098,-154,5,-77
5478,260351,827,3870,-7027,-156,6,-71
5479,260393,855,4001,-7149,-135,5,-91
5480,260437,600,4119,-7109,-200,58,-113
5481,260453,496,4144,-7050,-213,70,-98
5482,260469,414,4166,-6969,-221,70,-88
5483,260494,314,4165,-6797,-215,44,-33
5484,260532,141,4144,-6657,-172,-45,39
5485,260569,72,4267,-6684,-91,-144,104
5486,260585,136,4353,-6702,-52,-189,146
5487,260604,210,4425,-6621,-38,-217,172
5488,260624,277,4501,-6563,-30,-229,187
5489,260661,432,4601,-6632,-37,-221,188
5490,260712,576,4604,-6727,-59,-184,154
5491,260730,580,4587,-6681,-55,-166,138
5492,260748,570,4626,-6804,-52,-131,121
5493,260766,526,4633,-6674,-69,-98,103
5494,260792,465,4655,-6601,-52,-74,85
5495,260856,256,4825,-6559,-44,-44,47
5496,260877,241,4763,-6531,-45,-49,49
5497,260893,243,4763,-6566,-47,-50,45
5498,260909,219,4782,-6537,-46,-49,42
5499,260925,245,4808,-6538,-38,-49,41
5500,260967,274,4849,-6570,-48,-42,41
5501,261013,300,4879,-6564,-42,-23,37
5502,261029,276,4843,-6564,-49,-10,23
5503,261045,273,4837,-6568,-47,-4,19
5504,261064,238,4841,-6546,-40,1,13
5505,261080,247,4847,-6622,-35,-5,10
5506,261109,214,4871,-6560,-55,-1,-1
5507,261142,275,4815,-6360,-47,-13,15
5508,261165,340,4825,-6352,-34,-16,0
5509,261195,331,4871,-6505,-26,11,-45
5510,261212,278,4873,-6613,-26,30,-67
5511,261234,326,4790,-6643,-29,37,-73
5512,261283,309,4586,-6794,-113,58,-78
5513,261315,437,4468,-6533,-92,49,-70
5514,261331,398,4496,-6584,-69,43,-71
5515,261347,326,4525,-6621,-55,34,-40
5516,261363,334,4491,-6591,-51,25,-20
5517,261378,392,4480,-6534,-26,7,13
5518,261408,478,4518,-6609,29,-14,51
5519,261469,544,4466,-6759,14,10,27
5520,261486,531,4440,-6729,7,20,12
5521,261502,553,4436,-6760,13,20,11
5522,261518,588,4409,-6793,18,12,10
5523,261550,624,4389,-6783,27,9,5
5524,261614,629,4410,-6899,-1,46,-21
5525,261634,598,4390,-6788,-3,43,-21
5526,261650,562,4415,-6906,5,37,-16
5527,261667,545,4415,-6827,-5,34,-9
5528,261683,576,4370,-6702,3,13,4
5529,261739,579,4430,-6868,29,-10,8
5530,261771,560,4445,-6984,32,-22,10
5531,261787,557,4455,-6946,16,-21,10
5532,261803,527,4434,-6785,0,-27,14
5533,261818,519,4439,-6780,5,-35,19
5534,261856,571,4423,-6836,15,-63,41
5535,261902,615,4524,-6829,73,-67,63
5536,261918,640,4521,-6876,73,-68,64
5537,261935,679,4530,-6979,43,-65,52
5538,261951,660,4550,-6998,22,-61,44
5539,261967,554,4533,-6907,-15,-50,38
5540,261990,481,4440,-6715,-27,-32,49
5541,262050,326,4546,-6820,-33,-41,69
5542,262080,286,4479,-6677,-50,-60,109
5543,262095,323,4493,-6701,-41,-75,126
5544,262111,320,4529,-6768,-40,-80,132
5545,262127,271,4529,-6918,-73,-85,147
5546,262189,297,4517,-6702,-109,-109,196
5547,262213,328,4548,-6714,-114,-126,224
5548,262229,347,4542,-6581,-104,-141,252
5549,262245,353,4550,-6591,-92,-151,266
5550,262261,466,4557,-6605,-85,-173,295
5551,262276,542,4542,-6674,-73,-189,311
5552,262312,555,4524,-6780,-64,-188,319
5553,262363,644,4483,-6672,-13,-174,300
5554,262379,675,4506,-6734,-4,-161,285
5555,262395,664,4499,-6721,-2,-151,273
5556,262411,639,4491,-6666,6,-140,248
5557,262432,624,4509,-6680,14,-136,240
5558,262500,684,4468,-6664,61,-110,134
5559,262519,676,4515,-6693,62,-103,118
5560,262535,643,4581,-6655,53,-93,95
5561,262551,674,4673,-6677,46,-84,91
5562,262567,677,4720,-6702,36,-80,92
5563,262583,665,4741,-6742,1,-71,108
5564,262651,644,4562,-6798,-37,-57,123
5565,262680,628,4503,-6631,-23,-49,112
5566,262696,643,4539,-6650,14,-51,94
5567,262712,646,4588,-6684,10,-53,84
5568,262729,651,4659,-6652,-12,-49,76
5569,262796,742,4642,-6803,-32,-18,60
5570,262818,705,4562,-6712,-71,3,41
5571,262835,702,4492,-6596,-48,22,21
5572,262852,692,4514,-6617,-27,28,10
5573,262869,687,4585,-6627,-9,39,-10
5574,262917,643,4627,-6636,-37,60,-32
5575,262960,641,4573,-6649,-32,71,-36
5576,262977,618,4571,-6652,-23,68,-35
5577,262995,618,4588,-6636,-15,68,-34
5578,263012,589,4618,-6623,2,61,-31
5579,263029,585,4667,-6640,15,58,-22
5580,263108,650,4615,-6662,-20,36,-6
5581,263129,638,4566,-6650,-24,40,-10
5582,263146,646,4570,-6638,-21,41,-14
5583,263163,696,4555,-6673,-10,43,-22
5584,263179,693,4573,-6641,-8,46,-30
5585,263210,689,4636,-6718,23,46,-46
5586,263269,695,4637,-6681,-7,55,-38
5587,263288,706,4616,-6682,-9,50,-36
5588,263306,692,4602,-6648,-10,47,-31
5589,263324,673,4566,-6620,-6,46,-34
