seq,timestamp_ms,ax,ay,az,gx,gy,gz
2221,174076,3484,5594,-4783,1,8,-5
2222,174112,3492,5578,-4776,-2,13,-5
2223,174158,3480,5562,-4770,-9,12,-8
2224,174174,3492,5553,-4735,-2,7,-2
2225,174188,3487,5564,-4750,2,5,-5
2226,174204,3474,5574,-4770,3,3,1
2227,174219,3487,5561,-4776,4,2,3
2228,174251,3538,5553,-4776,-1,4,7
2229,174304,3493,5578,-4728,8,1,4
2230,174322,3475,5604,-4767,10,2,7
2231,174340,3496,5582,-4807,6,3,8
2232,174357,3572,5588,-4756,-7,3,-1
2233,174379,3490,5587,-4726,0,5,-6
2234,174419,3460,5585,-4756,0,6,-5
2235,174468,3498,5555,-4796,-10,6,-2
2236,174484,3507,5539,-4758,-10,4,1
2237,174499,3485,5552,-4735,-1,2,4
2238,174514,3491,5541,-4752,4,-1,5
2239,174528,3494,5558,-4793,7,-1,10
2240,174561,3487,5552,-4740,5,0,12
2241,174620,3520,5577,-4790,-10,4,5
2242,174638,3490,5558,-4736,-11,3,7
2243,174653,3465,5559,-4737,10,-4,4
2244,174667,3460,5567,-4767,14,-3,5
2245,174689,3489,5587,-4818,3,-1,10
2246,174760,3521,5563,-4776,-5,1,9
2247,174776,3490,5589,-4761,-8,-1,8
2248,174791,3498,5541,-4764,-3,-1,8
2249,174807,3531,5576,-4813,-2,-1,4
2250,174822,3515,5579,-4802,-24,2,1
2251,174884,3518,5574,-4816,10,-1,6
2252,174908,3513,5584,-4787,-14,3,1
2253,174924,3538,5549,-4728,-13,3,3
2254,174939,3537,5572,-4718,-5,3,0
2255,174954,3492,5543,-4791,6,3,0
2256,174968,3495,5558,-4807,4,0,0
2257,174992,3493,5576,-4789,-6,1,1
2258,175065,3525,5534,-4743,-5,5,4
2259,175081,3520,5537,-4734,0,3,2
2260,175097,3514,5577,-4732,7,4,1
2261,175111,3526,5591,-4726,8,6,1
2262,175127,3557,5589,-4784,18,7,-2
2263,175147,3548,5602,-4784,2,14,-12
2264,175174,3502,5588,-4755,-13,14,-15
2265,175201,3478,5573,-4762,2,13,-14
2266,175232,3499,5564,-4803,3,9,-9
2267,175255,3522,5539,-4765,-1,10,-7
2268,175271,3537,5544,-4787,-5,5,-3
2269,175291,3510,5537,-4761,-4,7,0
2270,175330,3436,5554,-4762,1,4,8
2271,175380,3560,5575,-4781,-4,2,10
2272,175396,3543,5579,-4775,-9,3,8
2273,175411,3479,5530,-4725,-1,4,14
2274,175427,3504,5554,-4744,4,1,13
2275,175492,3569,5579,-4804,-5,9,1
2276,175513,3499,5541,-4768,-19,10,-4
2277,175528,3499,5536,-4718,-12,7,2
2278,175544,3574,5542,-4743,9,4,6
2279,175559,3554,5552,-4787,17,2,1
2280,175574,3497,5575,-4792,8,3,-2
2281,175593,3513,5579,-4773,-4,8,-1
2282,175659,3529,5594,-4771,2,4,-14
2283,175689,3510,5579,-4798,-3,8,-16
2284,175705,3515,5561,-4771,-20,10,-21
2285,175721,3506,5556,-4764,-24,9,-22
2286,175743,3499,5562,-4741,-12,7,-21
2287,175776,3514,5534,-4767,-12,-7,-6
2288,175801,3492,5570,-4775,-8,1,-10
2289,175836,3492,5577,-4756,-11,-1,-2
2290,175851,3479,5570,-4733,-8,-3,0
2291,175867,3501,5552,-4712,2,-6,9
2292,175883,3502,5563,-4740,10,-7,8
2293,175950,3556,5583,-4818,6,1,6
2294,175970,3565,5609,-4775,-12,2,-6
2295,175986,3492,5569,-4728,-13,6,-5
2296,176002,3430,5578,-4700,5,3,-8
2297,176020,3439,5596,-4805,15,5,-4
2298,176043,3544,5593,-4841,-6,4,0
2299,176098,3504,5560,-4765,7,1,-2
2300,176122,3445,5564,-4756,-7,2,5
2301,176138,3460,5557,-4744,-3,2,7
2302,176154,3503,5600,-4771,12,2,8
2303,176169,3506,5580,-4799,15,2,9
2304,176193,3544,5586,-4756,-5,5,1
2305,176257,3482,5570,-4774,2,-2,7
2306,176276,3510,5560,-4774,2,4,7
2307,176291,3558,5565,-4764,1,5,11
2308,176307,3535,5565,-4742,-9,10,0
2309,176323,3531,5571,-4737,-8,13,0
2310,176355,3475,5568,-4749,7,10,1
2311,176413,3544,5543,-4761,-6,11,5
2312,176430,3539,5601,-4781,-2,10,-2
2313,176446,3499,5537,-4774,6,5,3
2314,176462,3519,5565,-4755,10,4,1
2315,176478,3513,5570,-4796,12,7,-2
2316,176511,3548,5588,-4775,-2,7,-7
2317,176575,3454,5585,-4809,-6,-7,-13
2318,176592,3474,5524,-4755,5,-19,1
2319,176618,3555,5570,-4793,25,-19,-3
2320,176644,3587,5573,-4804,8,-11,-5
2321,176664,3535,5583,-4730,-6,-6,-16
2322,176725,3464,5616,-4787,23,-8,-28
2323,176745,3455,5618,-4857,7,-3,-36
2324,176761,3546,5602,-4834,-25,-6,-38
2325,176777,3550,5593,-4769,-27,-7,-41
2326,176843,3473,5576,-4842,-17,6,-40
2327,176864,3509,5543,-4756,-26,7,-44
2328,176880,3472,5536,-4734,-14,10,-44
2329,176896,3429,5549,-4776,8,5,-35
2330,176911,3401,5560,-4797,12,4,-34
2331,176927,3347,5585,-4772,2,6,-21
2332,176948,3365,5604,-4798,-4,11,-18
2333,176969,3403,5572,-4784,-8,11,-13
2334,177002,3443,5562,-4714,-1,16,-10
2335,177032,3503,5617,-4799,22,17,-1
2336,177071,3398,5565,-4789,-3,23,3
2337,177096,3375,5531,-4769,-4,19,22
2338,177159,3460,5616,-4856,21,2,32
2339,177175,3472,5630,-4826,9,6,34
2340,177190,3530,5590,-4755,11,6,34
2341,177206,3525,5596,-4846,15,7,18
2342,177222,3480,5607,-4844,15,11,12
2343,177245,3461,5623,-4680,4,17,6
2344,177291,3482,5585,-4814,7,20,-11
2345,177321,3462,5547,-4783,-6,25,-25
2346,177340,3469,5534,-4794,6,24,-22
2347,177356,3462,5562,-4791,5,24,-22
2348,177371,3428,5565,-4832,6,21,-11
2349,177387,3458,5543,-4857,5,19,-9
2350,177459,3458,5558,-4755,5,6,4
2351,177475,3463,5574,-4848,13,2,5
2352,177490,3475,5589,-4880,0,2,2
2353,177506,3474,5574,-4833,-10,4,3
2354,177524,3462,5572,-4729,-10,2,2
2355,177544,3436,5572,-4761,5,2,2
2356,177572,3433,5570,-4827,-12,-2,8
2357,177644,3495,5572,-4834,-11,5,12
2358,177662,3498,5564,-4815,-16,1,14
2359,177678,3465,5568,-4769,-13,2,9
2360,177712,3398,5592,-4814,-14,-4,9
2361,177757,3534,5571,-4791,-21,-4,3
2362,177772,3503,5577,-4779,-22,-5,1
2363,177788,3487,5574,-4744,-15,-3,0
2364,177804,3486,5581,-4747,-13,-3,-2
2365,177820,3466,5606,-4794,-15,-3,-5
2366,177836,3459,5572,-4789,-15,-1,-2
2367,177878,3469,5601,-4791,-18,-2,-7
2368,177922,3440,5575,-4757,-32,-6,-3
2369,177938,3439,5573,-4757,-25,-8,1
2370,177953,3456,5568,-4768,-18,-10,3
2371,177970,3477,5599,-4794,-12,-10,3
2372,177986,3471,5590,-4804,-18,-8,2
2373,178038,3433,5590,-4759,-14,-8,10
2374,178074,3460,5585,-4777,-17,-6,8
2375,178090,3452,5587,-4743,-21,-9,8
2376,178106,3452,5594,-4744,-17,-8,9
2377,178122,3478,5585,-4746,-7,-10,11
2378,178145,3482,5628,-4735,-2,-6,9
2379,178213,3490,5624,-4755,-13,-4,8
2380,178231,3449,5613,-4723,-3,-5,4
2381,178247,3439,5617,-4714,-3,-3,5
2382,178263,3435,5632,-4774,-3,-2,4
2383,178284,3444,5619,-4768,-13,2,5
2384,178345,3450,5621,-4770,9,4,9
2385,178365,3472,5609,-4733,-4,5,11
2386,178381,3478,5619,-4737,-5,4,9
2387,178397,3450,5593,-4758,-1,2,7
2388,178412,3430,5602,-4745,3,1,6
2389,178428,3428,5577,-4747,9,2,8
2390,178472,3500,5623,-4798,3,6,3
2391,178524,3455,5604,-4762,13,8,-4
2392,178542,3422,5600,-4794,2,8,-5
2393,178560,3448,5610,-4763,-7,11,-6
2394,178578,3466,5590,-4761,3,8,-4
2395,178631,3457,5594,-4771,-3,3,-1
2396,178677,3466,5573,-4772,0,4,2
2397,178693,3467,5584,-4755,1,3,0
2398,178710,3437,5597,-4734,2,2,3
2399,178728,3461,5580,-4763,11,3,7
2400,178755,3490,5605,-4781,6,5,3
2401,178791,3451,5610,-4717,-1,8,1
2402,178815,3456,5589,-4755,8,7,3
2403,178842,3449,5589,-4777,-4,10,3
2406,178943,3466,5590,-4796,10,9,14
2404,178866,3465,5582,-4753,-4,9,3
2405,178883,3481,5562,-4760,9,8,7
2406,178943,3466,5590,-4796,10,9,14
2407,178967,3489,5583,-4773,14,4,14
2408,178984,3477,5607,-4734,15,5,10
2409,179000,3452,5585,-4746,17,6,10
2410,179015,3475,5596,-4776,16,7,8
2411,179040,3482,5596,-4804,3,10,9
2412,179104,3452,5570,-4805,0,12,1
2413,179125,3473,5544,-4793,0,10,3
2414,179141,3479,5549,-4785,0,10,3
2415,179157,3437,5578,-4803,0,4,1
2416,179172,3438,5572,-4794,-6,4,5
2417,179238,3490,5569,-4779,-9,-2,9
2418,179261,3472,5577,-4719,-2,0,7
2419,179277,3479,5587,-4766,9,-4,7
2420,179292,3473,5585,-4792,12,-3,7
2421,179308,3504,5602,-4809,-2,0,2
2422,179324,3486,5571,-4804,-6,2,3
2423,179355,3509,5560,-4753,-1,4,1
2424,179393,3466,5574,-4802,-3,5,4
2425,179429,3471,5556,-4779,1,5,2
2426,179447,3460,5562,-4780,-1,2,3
2427,179466,3487,5574,-4787,4,2,6
2428,179482,3491,5576,-4787,2,0,3
2429,179544,3503,5569,-4772,5,7,2
2430,179573,3497,5587,-4790,5,7,-3
2431,179589,3472,5582,-4771,1,8,-4
2432,179608,3486,5565,-4746,2,8,-2
2433,179628,3486,5589,-4790,3,10,-5
2434,179659,3526,5561,-4838,-3,13,2
2435,179715,3535,5487,-4825,29,-1,0
2436,179734,3470,5624,-4888,1,9,-15
2437,179750,3474,5618,-4794,-12,11,-5
2438,179766,3553,5570,-4685,-13,6,-11
2439,179790,3492,5615,-4805,23,1,-22
2440,179845,3470,5589,-4791,-5,8,-24
2441,179880,3487,5563,-4763,0,0,-15
2442,179895,3442,5559,-4833,11,-5,-11
2443,179914,3458,5531,-4822,5,-4,-5
2444,179931,3466,5509,-4814,-2,-7,-2
2445,179964,3469,5526,-4771,2,-6,8
2446,179993,3422,5598,-4828,9,-10,12
2447,180015,3470,5582,-4811,4,-13,20
2448,180047,3469,5581,-4737,2,-9,7
2449,180063,3467,5552,-4746,8,-7,10
2450,180079,3509,5612,-4807,7,-2,0
2451,180137,3496,5568,-4795,10,4,-1
2452,180166,3487,5563,-4811,2,4,-11
2453,180182,3459,5563,-4798,-7,9,-11
2454,180198,3450,5573,-4781,-6,9,-9
2455,180213,3406,5568,-4775,-5,8,-10
2456,180239,3508,5558,-4818,4,6,-4
2457,180309,3415,5540,-4747,-6,10,-5
2458,180327,3435,5578,-4810,3,9,-3
2459,180343,3482,5569,-4818,1,8,5
2460,180359,3501,5556,-4805,0,8,4
2461,180374,3498,5550,-4776,1,10,2
2462,180418,3462,5571,-4773,5,12,3
2463,180468,3488,5579,-4841,-3,12,7
2464,180484,3421,5561,-4799,-14,12,7
2465,180501,3435,5534,-4783,-9,8,14
2466,180519,3477,5546,-4786,7,1,16
2467,180545,3431,5572,-4792,10,-5,17
2468,180568,3487,5588,-4811,10,1,18
2469,180613,3530,5600,-4808,-2,5,4
2470,180658,3434,5578,-4796,16,7,-5
2471,180679,3491,5610,-4854,-4,12,-10
2472,180707,3511,5536,-4759,-14,14,-13
2473,180752,3460,5529,-4830,1,13,-9
2474,180788,3438,5563,-4785,-1,7,-3
2475,180805,3466,5569,-4799,4,7,-1
2476,180824,3506,5533,-4813,-1,7,6
2477,180863,3471,5540,-4783,-6,1,7
2478,180915,3481,5587,-4806,1,2,11
2479,180933,3543,5555,-4796,-3,3,13
2480,180950,3529,5558,-4774,-5,5,2
2481,180966,3462,5560,-4787,1,6,2
2482,180985,3468,5562,-4828,5,2,5
2483,181057,3542,5512,-4783,3,-3,13
2484,181077,3524,5560,-4797,6,-2,4
2485,181093,3478,5555,-4826,6,-1,7
2486,181109,3488,5568,-4821,2,-1,7
2487,181125,3450,5553,-4765,-7,0,5
2488,181149,3483,5598,-4803,5,0,5
2489,181215,3468,5536,-4770,-9,2,-2
2490,181234,3473,5538,-4770,6,3,0
2491,181251,3450,5575,-4805,9,2,-2
2492,181267,3464,5550,-4847,-2,6,3
2493,181290,3504,5518,-4795,-20,6,0
2494,181346,3455,5547,-4813,9,-1,10
2495,181367,3495,5555,-4823,1,1,12
2496,181383,3502,5554,-4806,0,5,13
2497,181398,3535,5533,-4769,6,6,13
2498,181414,3512,5549,-4778,9,6,9
2499,181443,3512,5550,-4823,15,2,15
2500,181500,3540,5543,-4873,19,8,8
2501,181517,3522,5571,-4851,-8,6,-1
2502,181534,3530,5554,-4798,-7,7,0
2503,181550,3528,5526,-4825,-1,4,-1
2504,181566,3472,5555,-4717,-6,8,-13
2505,181588,3514,5613,-4898,18,6,-9
2506,181632,3508,5475,-4777,-17,7,-8
2507,181673,3472,5528,-4831,-4,6,0
2508,181693,3472,5535,-4794,-10,3,9
2509,181709,3479,5561,-4798,-2,2,8
2510,181725,3532,5538,-4830,6,2,16
2511,181757,3485,5523,-4773,-21,4,8
2512,181802,3463,5555,-4824,3,0,8
2513,181827,3516,5574,-4809,-1,2,8
2514,181843,3534,5520,-4789,-2,3,9
2515,181858,3571,5516,-4800,2,4,8
2516,181875,3516,5542,-4836,-6,9,-3
2517,181906,3476,5512,-4766,-4,10,6
2518,181927,3470,5541,-4810,12,5,7
2519,181960,3523,5493,-4830,11,4,18
2520,181991,3599,5533,-4836,4,6,6
2521,182008,3493,5592,-4791,-7,4,5
2522,182025,3463,5514,-4713,9,3,16
2523,182046,3497,5568,-4872,30,-1,5
2524,182076,3566,5533,-4810,-9,5,4
2525,182116,3534,5532,-4754,6,4,-6
2526,182149,3503,5546,-4874,-1,6,-7
2527,182167,3490,5521,-4821,-17,9,-6
2528,182190,3560,5506,-4773,-10,6,-7
2529,182241,3496,5531,-4790,-5,2,2
2530,182269,3511,5523,-4833,12,-1,6
2531,182286,3529,5541,-4871,9,-1,5
2532,182302,3509,5541,-4818,-6,3,3
2533,182317,3511,5527,-4768,-6,4,3
2534,182352,3503,5553,-4830,11,0,1
2535,182405,3539,5528,-4826,0,4,1
2536,182421,3531,5512,-4830,-5,5,-5
2537,182436,3513,5518,-4802,-5,7,-4
2538,182452,3509,5517,-4782,-2,7,1
2539,182468,3483,5526,-4790,-2,6,2
2540,182491,3495,5548,-4848,4,3,7
2541,182568,3495,5532,-4810,0,6,5
2542,182584,3493,5513,-4812,-5,10,10
2543,182599,3503,5502,-4817,-3,6,10
2544,182623,3506,5536,-4833,12,2,8
2545,182652,3568,5500,-4842,8,0,9
2546,182710,3508,5506,-4784,2,0,11
2547,182727,3487,5556,-4856,10,-4,11
2548,182743,3491,5579,-4865,3,-1,11
2549,182758,3578,5534,-4856,-15,2,14
2550,182775,3544,5528,-4794,-24,0,3
2551,182803,3532,5502,-4757,-8,1,7
2552,182866,3532,5547,-4818,-12,5,3
2553,182882,3580,5515,-4800,-12,2,1
2554,182897,3552,5541,-4810,-3,1,-3
2555,182913,3530,5526,-4812,2,0,-2
2556,182936,3507,5545,-4830,-1,-1,-5
2557,182964,3523,5535,-4803,-6,-2,-1
2558,182982,3540,5555,-4797,-1,2,-6
2559,183033,3510,5559,-4807,-6,9,-18
2560,183049,3474,5546,-4770,-12,10,-17
2561,183065,3493,5538,-4789,-4,8,-19
2562,183080,3505,5565,-4840,0,6,-19
2563,183126,3495,5494,-4805,-19,5,-20
2564,183172,3430,5535,-4813,-3,-4,-2
2565,183189,3440,5511,-4806,-4,-5,4
2566,183205,3506,5554,-4789,3,-5,6
2567,183220,3531,5529,-4799,10,-5,9
2568,183255,3524,5557,-4759,-8,0,2
2569,183277,3510,5547,-4749,7,-1,-3
2570,183303,3506,5569,-4831,15,-2,-4
2571,183332,3502,5590,-4828,0,4,-11
2572,183348,3570,5541,-4800,-4,8,-13
2573,183364,3485,5545,-4818,-8,11,-24
2574,183379,3446,5549,-4819,-9,12,-21
2575,183413,3445,5535,-4798,-3,11,-13
2576,183468,3525,5526,-4846,-11,10,-13
2577,183485,3482,5545,-4811,-20,9,-14
2578,183500,3472,5519,-4787,-11,5,-2
2579,183518,3452,5549,-4799,6,1,-1
2580,183552,3469,5598,-4833,10,0,-3
2581,183626,3493,5540,-4794,6,1,-14
2582,183643,3462,5587,-4807,1,3,-19
2583,183661,3462,5615,-4847,-7,2,-23
2584,183686,3529,5540,-4794,-17,2,-19
2585,183760,3413,5548,-4762,-11,-1,-28
2586,183779,3474,5566,-4821,3,-5,-26
2587,183797,3462,5599,-4846,-2,-1,-34
2588,183814,3483,5572,-4773,-5,-5,-33
2589,183832,3421,5595,-4806,0,-1,-40
2590,183896,3457,5520,-4829,29,-13,-5
2591,183921,3505,5512,-4871,33,-11,-3
2592,183939,3434,5614,-4878,-1,1,-10
2593,183957,3369,5589,-4782,-21,-2,-1
2594,183974,3368,5588,-4737,-4,-6,3
2595,184019,3397,5607,-4873,4,2,3
2596,184061,3491,5523,-4777,-30,14,7
2597,184077,3408,5481,-4722,-11,22,22
2598,184093,3404,5507,-4762,-1,21,25
2599,184109,3363,5544,-4889,-2,23,36
2600,184125,3384,5591,-4929,-18,14,46
2601,184148,3459,5555,-4783,-24,2,52
2602,184215,3482,5658,-4845,-14,-7,26
2603,184237,3518,5599,-4743,-12,-2,21
2604,184254,3502,5582,-4765,-6,2,12
2605,184271,3477,5570,-4801,6,4,7
2606,184314,3464,5570,-4765,-14,13,-5
2607,184359,3468,5584,-4875,1,13,-9
2608,184379,3483,5530,-4813,-24,13,-7
2609,184396,3456,5535,-4781,-26,15,-9
2610,184415,3412,5532,-4781,-10,14,-2
2611,184432,3453,5545,-4846,-7,7,8
2612,184464,3480,5584,-4854,-2,-7,9
2613,184487,3445,5539,-4783,-7,-6,12
2614,184541,3501,5610,-4808,-11,2,7
2615,184557,3477,5587,-4771,-16,3,6
2616,184573,3495,5572,-4789,3,2,1
2617,184642,3474,5581,-4757,-7,8,-7
2618,184666,3450,5580,-4811,7,6,-6
2619,184681,3458,5578,-4817,0,6,-7
2620,184697,3474,5568,-4787,-15,13,-7
2621,184713,3507,5573,-4788,-20,11,-6
2622,184729,3495,5582,-4765,-16,13,-6
2623,184754,3442,5563,-4751,10,8,-3
2624,184822,3487,5572,-4748,-2,11,10
2625,184838,3525,5555,-4791,9,7,9
2626,184854,3500,5566,-4792,13,9,6
2627,184870,3460,5572,-4820,7,8,10
2628,184894,3432,5580,-4766,-4,9,11
2629,184958,3507,5571,-4811,2,8,13
2630,184975,3477,5563,-4767,-3,8,10
2631,184992,3497,5565,-4750,7,8,15
2632,185008,3489,5581,-4827,19,8,10
2633,185025,3477,5586,-4855,8,9,9
2634,185065,3481,5560,-4741,-10,11,8
2635,185108,3461,5560,-4799,-8,1,11
2636,185125,3488,5556,-4788,-6,-1,13
2637,185141,3502,5570,-4797,1,-6,10
2638,185157,3520,5561,-4810,2,-5,10
2639,185173,3526,5547,-4786,-6,0,10
2640,185189,3491,5571,-4786,-11,0,5
2641,185219,3487,5565,-4781,-14,2,6
2642,185258,3516,5559,-4819,-8,-4,6
2643,185300,3534,5581,-4740,-4,0,-4
2644,185316,3521,5581,-4783,-2,5,-11
2645,185340,3495,5602,-4802,-8,6,-15
2646,185392,3527,5568,-4843,14,12,-15
2647,185412,3527,5601,-4883,7,10,-18
2648,185428,3499,5578,-4789,-14,9,-15
2649,185444,3456,5551,-4686,-1,7,-12
2650,185459,3447,5535,-4734,10,7,-11
2651,185475,3477,5566,-4861,20,10,-10
2652,185498,3496,5579,-4859,-16,13,-9
2653,185541,3486,5559,-4768,11,4,-3
2654,185571,3481,5558,-4844,-1,6,1
2655,185597,3468,5538,-4754,-15,6,6
2656,185616,3467,5554,-4754,-8,2,7
2657,185640,3452,5561,-4804,5,0,13
2658,185700,3496,5575,-4748,-1,-2,18
2659,185728,3490,5591,-4809,8,-1,15
2660,185745,3485,5601,-4815,-7,0,16
2661,185760,3471,5545,-4774,-15,2,20
2662,185776,3485,5527,-4740,-15,4,19
2663,185809,3547,5600,-4838,11,-2,15
2664,185843,3512,5585,-4771,-23,1,11
2665,185875,3461,5576,-4752,-7,1,8
2666,185891,3507,5577,-4802,2,1,7
2667,185907,3519,5585,-4820,-4,1,4
2668,185922,3529,5574,-4788,-10,3,1
2669,185946,3534,5588,-4735,-13,4,-5
2670,186006,3466,5558,-4802,-17,6,-7
2671,186027,3473,5543,-4726,-9,8,-1
2672,186045,3517,5580,-4779,10,3,-4
2673,186062,3505,5580,-4834,1,4,-3
2674,186079,3490,5573,-4813,-12,4,-4
2675,186125,3524,5577,-4789,20,-1,3
2676,186163,3514,5574,-4783,-11,6,-1
2677,186179,3510,5586,-4744,-16,9,-4
2678,186195,3482,5584,-4717,-1,4,-4
2679,186211,3476,5583,-4779,10,5,-5
2680,186227,3464,5579,-4833,2,5,-3
2681,186252,3502,5550,-4755,-10,7,0
2682,186310,3505,5561,-4764,-7,7,2
2683,186335,3472,5554,-4715,1,8,1
2684,186351,3454,5561,-4793,10,6,2
2685,186367,3494,5562,-4812,-2,9,6
2686,186393,3550,5577,-4780,-3,4,8
2687,186425,3482,5589,-4737,11,3,2
2688,186469,3543,5570,-4792,-4,11,6
2689,186488,3532,5550,-4769,4,11,3
2690,186503,3534,5559,-4756,9,10,1
2691,186521,3484,5556,-4775,14,13,2
2692,186571,3499,5553,-4771,9,12,7
2693,186595,3532,5535,-4786,13,10,9
2694,186619,3485,5571,-4756,4,13,4
2695,186647,3530,5550,-4792,7,11,10
2696,186670,3531,5575,-4808,4,10,7
2697,186701,3499,5551,-4753,5,9,9
2698,186764,3545,5524,-4767,9,8,12
2699,186785,3581,5568,-4791,23,12,5
2700,186803,3453,5557,-4827,13,14,1
2701,186820,3493,5573,-4806,4,8,6
2702,186856,3561,5498,-4770,23,6,11
2703,186899,3507,5575,-4810,-15,12,-2
2704,186915,3491,5554,-4754,-16,8,2
2705,186931,3503,5563,-4746,-9,5,1
2706,186947,3522,5551,-4818,1,3,2
2707,186962,3540,5535,-4814,-5,3,1
2708,186983,3562,5527,-4800,-7,5,1
2709,187016,3534,5545,-4763,-6,6,1
2710,187076,3549,5548,-4790,3,5,3
2711,187092,3531,5554,-4782,-3,5,4
2712,187108,3546,5530,-4752,0,4,8
2713,187123,3536,5522,-4743,9,6,7
2714,187147,3542,5577,-4862,8,3,1
2715,187207,3551,5547,-4786,1,4,-2
2716,187231,3522,5532,-4818,-12,4,-1
2717,187247,3525,5527,-4791,-18,3,-1
2718,187262,3509,5514,-4748,-9,1,1
2719,187279,3546,5550,-4774,2,1,-2
2720,187302,3529,5546,-4815,0,4,2
2721,187337,3551,5531,-4797,-14,3,1
2722,187373,3503,5551,-4773,5,-3,2
2723,187396,3530,5540,-4788,3,0,4
2724,187412,3565,5549,-4810,-11,4,3
2725,187428,3570,5533,-4784,-14,5,3
2726,187465,3530,5546,-4778,8,6,0
2727,187510,3543,5549,-4778,-22,8,-3
2728,187526,3547,5544,-4754,-11,8,-7
2729,187541,3523,5553,-4773,-5,7,-5
2730,187557,3542,5538,-4796,-6,6,0
2731,187573,3570,5556,-4807,-12,3,0
2732,187631,3531,5543,-4788,-5,0,3
2733,187671,3479,5527,-4744,-10,-1,8
2734,187691,3474,5506,-4766,2,-3,20
2735,187708,3552,5494,-4738,16,-4,27
2736,187725,3631,5557,-4751,33,-3,25
2737,187748,3615,5591,-4786,30,4,19
2738,187800,3534,5539,-4764,14,16,12
2739,187830,3555,5563,-4811,28,9,2
2740,187845,3568,5567,-4828,23,11,0
2741,187861,3566,5553,-4820,4,12,-4
2742,187877,3567,5530,-4794,-1,11,-5
2743,187908,3539,5508,-4804,3,9,-7
2744,187936,3533,5508,-4826,8,4,-3
2745,187967,3545,5497,-4785,-2,0,4
2746,187990,3537,5484,-4778,2,-2,12
2747,188007,3563,5491,-4780,6,-3,11
2748,188022,3562,5523,-4814,8,-4,12
2749,188043,3554,5532,-4809,-1,-4,13
2750,188073,3541,5535,-4776,-3,-3,7
2751,188137,3591,5536,-4771,-2,6,-6
2752,188154,3583,5540,-4796,4,6,-16
2753,188171,3566,5542,-4795,7,8,-19
2754,188187,3582,5538,-4792,1,11,-20
2755,188236,3543,5568,-4821,-8,10,-34
2756,188269,3531,5535,-4811,0,3,-37
2757,188284,3484,5555,-4803,0,0,-39
2758,188300,3500,5548,-4811,-4,-2,-38
2759,188316,3538,5547,-4769,-7,-4,-36
2760,188340,3561,5549,-4807,-1,-1,-39
2761,188389,3501,5522,-4750,-19,2,-44
2762,188423,3436,5548,-4800,-4,4,-40
2763,188441,3441,5549,-4847,-5,-4,-33
2764,188458,3446,5567,-4821,-17,-7,-29
2765,188474,3464,5560,-4778,-16,-9,-25
2766,188500,3532,5548,-4845,-1,-15,-23
2767,188538,3458,5540,-4721,-16,-7,-24
2768,188563,3452,5548,-4786,2,-4,-20
2769,188586,3478,5559,-4851,0,0,-20
2770,188616,3443,5566,-4691,-19,-5,-4
2771,188665,3416,5542,-4850,1,0,-8
2772,188706,3456,5549,-4747,-7,3,-1
2773,188724,3463,5594,-4774,10,3,3
2774,188741,3461,5545,-4816,14,1,7
2775,188760,3427,5595,-4852,-7,6,-1
2776,188777,3401,5579,-4818,-17,10,1
2777,188816,3435,5558,-4804,2,3,14
2778,188853,3461,5530,-4825,-6,-3,34
2779,188883,3437,5561,-4774,-5,-3,35
2780,188900,3439,5559,-4751,3,-5,39
2781,188916,3503,5574,-4789,17,-5,40
2782,188935,3532,5574,-4810,12,-3,35
2783,188963,3509,5622,-4791,6,4,18
2784,189002,3485,5639,-4800,0,9,1
2785,189042,3478,5575,-4817,-14,12,-13
2786,189060,3440,5538,-4781,-15,15,-14
2787,189078,3496,5535,-4835,-4,11,-7
2788,189121,3485,5538,-4808,-11,6,-3
2789,189161,3409,5558,-4779,3,3,10
2790,189181,3504,5571,-4836,11,0,18
2791,189197,3535,5564,-4821,0,5,8
2792,189213,3518,5603,-4808,-5,2,3
2793,189229,3492,5554,-4753,-4,4,7
2794,189270,3472,5571,-4802,-2,6,0
2795,189319,3491,5538,-4766,-2,8,0
2796,189336,3495,5553,-4760,-1,9,-1
2797,189352,3488,5549,-4817,-2,9,-2
2798,189368,3477,5566,-4816,-6,6,1
2799,189404,3471,5527,-4774,17,4,8
2800,189450,3472,5522,-4750,-14,14,16
2801,189465,3499,5513,-4750,-4,8,16
2802,189481,3446,5576,-4813,16,2,11
2803,189497,3452,5561,-4821,14,2,19
2804,189513,3523,5569,-4825,14,1,17
2805,189544,3529,5536,-4779,-11,7,10
2806,189587,3488,5551,-4769,16,7,9
2807,189631,3534,5556,-4844,6,9,5
2808,189646,3527,5558,-4802,-8,14,-2
2809,189662,3518,5534,-4763,-11,15,-2
2810,189678,3503,5514,-4760,5,15,2
2811,189723,3496,5563,-4836,3,13,-3
2812,189763,3540,5537,-4817,-2,9,-1
2813,189781,3493,5533,-4807,-1,9,-4
2814,189797,3514,5501,-4791,6,7,5
2815,189813,3528,5504,-4818,12,7,4
2816,189829,3471,5567,-4812,10,6,2
2817,189852,3517,5548,-4827,2,6,7
2818,189904,3566,5553,-4810,13,2,1
2819,189935,3508,5566,-4812,6,3,-3
2820,189952,3484,5572,-4772,-3,6,-6
2821,189967,3526,5553,-4799,3,6,-5
2822,190001,3548,5518,-4822,-6,9,-12
2823,190046,3509,5518,-4795,6,13,-10
